date,availableBikes,availableDocks
1370056949,30,14
1370056973,30,14
1370057402,30,14
1370057462,30,14
1370057522,30,14
1370057581,30,14
1370057641,30,14
1370057702,30,14
1370057762,30,14
1370057822,30,14
1370057881,30,14
1370057941,30,14
1370058001,30,14
1370058062,30,14
1370058121,30,14
1370058182,30,14
1370058242,30,14
1370058307,30,14
1370058363,30,14
1370058429,30,14
1370058481,30,14
1370058545,30,14
1370058602,30,14
1370058661,30,14
1370058722,30,14
1370058784,30,14
1370058841,30,14
1370058907,30,14
1370058962,30,14
1370059021,30,14
1370059089,30,14
1370059142,30,14
1370059202,30,14
1370059262,30,14
1370059321,30,14
1370059382,30,14
1370059442,30,14
1370059502,30,14
1370059561,30,14
1370059622,30,14
1370059681,30,14
1370059742,30,14
1370059802,30,14
1370059861,30,14
1370059922,30,14
1370059981,30,14
1370060041,30,14
1370060102,30,14
1370060161,30,14
1370060224,30,14
1370060281,30,14
1370060341,30,14
1370060401,30,14
1370060464,30,14
1370060522,30,14
1370060585,30,14
1370060641,30,14
1370060702,30,14
1370060762,30,14
1370060822,30,14
1370060881,30,14
1370060942,30,14
1370061002,30,14
1370061061,30,14
1370061121,30,14
1370061181,31,13
1370061241,31,13
1370061302,31,13
1370061364,31,13
1370061421,31,13
1370061482,31,13
1370061542,31,13
1370061602,31,13
1370061661,31,13
1370061722,31,13
1370061782,31,13
1370061844,31,13
