date,availableBikes,availableDocks
1370056949,3,29
1370056973,3,29
1370057402,3,29
1370057462,3,29
1370057522,3,29
1370057581,3,29
1370057641,3,29
1370057702,3,29
1370057762,3,29
1370057822,3,29
1370057881,3,29
1370057941,3,29
1370058001,3,29
1370058062,3,29
1370058121,3,29
1370058182,3,29
1370058242,3,29
1370058307,3,29
1370058363,3,29
1370058429,3,29
1370058481,3,29
1370058545,3,29
1370058602,3,29
1370058661,3,29
1370058722,3,29
1370058784,3,29
1370058841,3,29
1370058907,3,29
1370058962,3,29
1370059021,3,29
1370059089,3,29
1370059142,3,29
1370059202,3,29
1370059262,3,29
1370059321,3,29
1370059382,3,29
1370059442,3,29
1370059502,2,30
1370059561,2,30
1370059622,2,30
1370059681,2,30
1370059742,2,30
1370059802,2,30
1370059861,2,30
1370059922,2,30
1370059981,2,30
1370060041,2,30
1370060102,2,30
1370060161,2,30
1370060224,2,30
1370060281,2,30
1370060341,2,30
1370060401,2,30
1370060464,2,30
1370060522,2,30
1370060585,2,30
1370060641,2,30
1370060702,2,30
1370060762,2,30
1370060822,2,30
1370060881,2,30
1370060942,2,30
1370061002,2,30
1370061061,2,30
1370061121,2,30
1370061181,2,30
1370061241,2,30
1370061302,2,30
1370061364,2,30
1370061421,2,30
1370061482,2,30
1370061542,2,30
1370061602,2,30
1370061661,2,30
1370061722,2,30
1370061782,2,30
1370061844,2,30
