Timestamp, AvailableBikes, AvailableDocks
1370056949, 16, 8
1370056973, 16, 8
1370057402, 16, 8
1370057462, 16, 8
1370057522, 16, 8
1370057581, 16, 8
1370057641, 16, 8
1370057702, 16, 8
1370057762, 16, 8
1370057822, 16, 8
1370057881, 16, 8
1370057941, 16, 8
1370058001, 16, 8
1370058062, 16, 8
1370058121, 16, 8
1370058182, 16, 8
1370058242, 16, 8
1370058307, 16, 8
1370058363, 16, 8
1370058429, 16, 8
1370058481, 16, 8
1370058545, 16, 8
1370058602, 16, 8
1370058661, 16, 8
1370058722, 16, 8
1370058784, 16, 8
1370058841, 16, 8
1370058907, 16, 8
1370058962, 16, 8
1370059021, 16, 8
1370059089, 16, 8
1370059142, 16, 8
1370059202, 16, 8
1370059262, 16, 8
1370059321, 16, 8
1370059382, 16, 8
1370059442, 16, 8
1370059502, 16, 8
