date,availableBikes,availableDocks
1370056949,17,9
1370056973,17,9
1370057402,17,9
1370057462,17,9
1370057522,17,9
1370057581,17,9
1370057641,17,9
1370057702,17,9
1370057762,17,9
1370057822,17,9
1370057881,17,9
1370057941,17,9
1370058001,17,9
1370058062,17,9
1370058121,17,9
1370058182,17,9
1370058242,17,9
1370058307,17,9
1370058363,17,9
1370058429,17,9
1370058481,17,9
1370058545,17,9
1370058602,17,9
1370058661,17,9
1370058722,17,9
1370058784,17,9
1370058841,17,9
1370058907,17,9
1370058962,17,9
1370059021,17,9
1370059089,17,9
1370059142,17,9
1370059202,17,9
1370059262,17,9
1370059321,17,9
1370059382,17,9
1370059442,17,9
1370059502,17,9
1370059561,17,9
1370059622,17,9
1370059681,17,9
1370059742,17,9
1370059802,17,9
1370059861,17,9
1370059922,17,9
1370059981,17,9
1370060041,17,9
1370060102,17,9
1370060161,17,9
1370060224,17,9
1370060281,17,9
1370060341,17,9
1370060401,17,9
1370060464,17,9
1370060522,17,9
1370060585,17,9
1370060641,17,9
1370060702,17,9
1370060762,17,9
1370060822,17,9
1370060881,17,9
1370060942,17,9
1370061002,17,9
1370061061,17,9
1370061121,17,9
1370061181,17,9
1370061241,17,9
1370061302,17,9
1370061364,17,9
1370061421,17,9
1370061482,17,9
1370061542,17,9
1370061602,17,9
1370061661,17,9
1370061722,17,9
1370061782,17,9
1370061844,17,9
