date,availableBikes,availableDocks
1370056949,27,14
1370056973,26,15
1370057402,26,15
1370057462,26,15
1370057522,26,15
1370057581,26,15
1370057641,26,15
1370057702,26,15
1370057762,26,15
1370057822,26,15
1370057881,26,15
1370057941,26,15
1370058001,26,15
1370058062,26,15
1370058121,26,15
1370058182,26,15
1370058242,26,15
1370058307,26,15
1370058363,26,15
1370058429,26,15
1370058481,26,15
1370058545,26,15
1370058602,26,15
1370058661,26,15
1370058722,26,15
1370058784,26,15
1370058841,26,15
1370058907,26,15
1370058962,26,15
1370059021,26,15
1370059089,26,15
1370059142,26,15
1370059202,26,15
1370059262,26,15
1370059321,26,15
1370059382,26,15
1370059442,26,15
1370059502,26,15
1370059561,26,15
1370059622,26,15
1370059681,26,15
1370059742,26,15
1370059802,26,15
1370059861,26,15
1370059922,26,15
1370059981,26,15
1370060041,26,15
1370060102,26,15
1370060161,26,15
1370060224,26,15
1370060281,26,15
1370060341,26,15
1370060401,26,15
1370060464,26,15
1370060522,26,15
1370060585,26,15
1370060641,26,15
1370060702,26,15
1370060762,26,15
1370060822,26,15
1370060881,26,15
1370060942,26,15
1370061002,26,15
1370061061,26,15
1370061121,26,15
1370061181,26,15
1370061241,26,15
1370061302,26,15
1370061364,26,15
1370061421,26,15
1370061482,26,15
1370061542,26,15
1370061602,26,15
1370061661,26,15
1370061722,26,15
1370061782,26,15
1370061844,26,15
