Timestamp, AvailableBikes, AvailableDocks
1370056949, 19, 25
1370056973, 19, 25
1370057402, 19, 25
1370057462, 19, 25
1370057522, 19, 25
1370057581, 19, 25
1370057641, 19, 25
1370057702, 19, 25
1370057762, 19, 25
1370057822, 19, 25
1370057881, 19, 25
1370057941, 19, 25
1370058001, 19, 25
1370058062, 19, 25
1370058121, 19, 25
1370058182, 19, 25
1370058242, 19, 25
1370058307, 19, 25
1370058363, 19, 25
1370058429, 19, 25
1370058481, 19, 25
1370058545, 19, 25
1370058602, 19, 25
1370058661, 19, 25
1370058722, 19, 25
1370058784, 19, 25
1370058841, 19, 25
1370058907, 19, 25
1370058962, 19, 25
1370059021, 19, 25
1370059089, 19, 25
1370059142, 19, 25
1370059202, 19, 25
1370059262, 19, 25
1370059321, 19, 25
1370059382, 19, 25
1370059442, 19, 25
1370059502, 19, 25
