date,availableBikes,availableDocks
1370056949,5,13
1370056973,5,13
1370057402,5,13
1370057462,5,13
1370057522,5,13
1370057581,5,13
1370057641,5,13
1370057702,5,13
1370057762,5,13
1370057822,5,13
1370057881,5,13
1370057941,5,13
1370058001,5,13
1370058062,5,13
1370058121,5,13
1370058182,5,13
1370058242,5,13
1370058307,5,13
1370058363,5,13
1370058429,5,13
1370058481,5,13
1370058545,5,13
1370058602,5,13
1370058661,5,13
1370058722,5,13
1370058784,5,13
1370058841,5,13
1370058907,5,13
1370058962,5,13
1370059021,5,13
1370059089,5,13
1370059142,5,13
1370059202,5,13
1370059262,5,13
1370059321,5,13
1370059382,5,13
1370059442,5,13
1370059502,5,13
1370059561,5,13
1370059622,5,13
1370059681,5,13
1370059742,5,13
1370059802,5,13
1370059861,5,13
1370059922,5,13
1370059981,5,13
1370060041,5,13
1370060102,5,13
1370060161,5,13
1370060224,5,13
1370060281,5,13
1370060341,5,13
1370060401,5,13
1370060464,5,13
1370060522,5,13
1370060585,5,13
1370060641,5,13
1370060702,5,13
1370060762,5,13
1370060822,5,13
1370060881,5,13
1370060942,5,13
1370061002,5,13
1370061061,5,13
1370061121,5,13
1370061181,5,13
1370061241,5,13
1370061302,5,13
1370061364,5,13
1370061421,5,13
1370061482,5,13
1370061542,5,13
1370061602,5,13
1370061661,5,13
1370061722,5,13
1370061782,5,13
1370061844,5,13
