date,availableBikes,availableDocks
1370056949,9,21
1370056973,9,21
1370057402,9,21
1370057462,9,21
1370057522,9,21
1370057581,9,21
1370057641,9,21
1370057702,9,21
1370057762,9,21
1370057822,9,21
1370057881,9,21
1370057941,9,21
1370058001,9,21
1370058062,8,22
1370058121,8,22
1370058182,8,22
1370058242,8,22
1370058307,8,22
1370058363,8,22
1370058429,8,22
1370058481,8,22
1370058545,8,22
1370058602,8,22
1370058661,8,22
1370058722,8,22
1370058784,8,22
1370058841,8,22
1370058907,8,22
1370058962,8,22
1370059021,8,22
1370059089,8,22
1370059142,8,22
1370059202,8,22
1370059262,8,22
1370059321,8,22
1370059382,8,22
1370059442,8,22
1370059502,8,22
1370059561,8,22
1370059622,8,22
1370059681,8,22
1370059742,8,22
1370059802,8,22
1370059861,8,22
1370059922,8,22
1370059981,8,22
1370060041,8,22
1370060102,8,22
1370060161,8,22
1370060224,8,22
1370060281,8,22
1370060341,8,22
1370060401,8,22
1370060464,8,22
1370060522,8,22
1370060585,8,22
1370060641,8,22
1370060702,8,22
1370060762,8,22
1370060822,8,22
1370060881,8,22
1370060942,8,22
1370061002,8,22
1370061061,8,22
1370061121,8,22
1370061181,8,22
1370061241,8,22
1370061302,8,22
1370061364,8,22
1370061421,8,22
1370061482,8,22
1370061542,8,22
1370061602,8,22
1370061661,8,22
1370061722,8,22
1370061782,8,22
1370061844,8,22
