Timestamp, AvailableBikes, AvailableDocks
1370056949, 11, 27
1370056973, 11, 27
1370057402, 12, 26
1370057462, 12, 26
1370057522, 12, 26
1370057581, 12, 26
1370057641, 12, 26
1370057702, 12, 26
1370057762, 12, 26
1370057822, 12, 26
1370057881, 12, 26
1370057941, 12, 26
1370058001, 12, 26
1370058062, 12, 26
1370058121, 12, 26
1370058182, 12, 26
1370058242, 12, 26
1370058307, 12, 26
1370058363, 12, 26
1370058429, 12, 26
1370058481, 12, 26
1370058545, 12, 26
1370058602, 12, 26
1370058661, 12, 26
1370058722, 12, 26
1370058784, 12, 26
1370058841, 12, 26
1370058907, 12, 26
1370058962, 12, 26
1370059021, 12, 26
1370059089, 12, 26
1370059142, 12, 26
1370059202, 12, 26
1370059262, 12, 26
1370059321, 12, 26
1370059382, 12, 26
1370059442, 12, 26
1370059502, 12, 26
